user-id,user-age,user-gender,user-nationality,user-knowledge,user-loyalty,user-loan,user-income,user-savings,user-properties,user-riskAversion,user-marital,user-dependents,user-pension,product-type,product-risk,product-term,product-yield,transaction-id,year,month,score
ID1849,39,female,local,low,new,no,9276,78043,1,low,married,2,1397196,bond,low,1,low,T8503,2019,9,0.9367166158515596
ID1849,39,female,local,low,new,no,9276,78043,1,low,married,2,1397196,stock,low,5,low,T8504,2016,9,0.5967874004747876
ID1849,39,female,local,low,new,no,9276,78043,1,low,married,2,1397196,bond,high,1,high,T8505,2018,3,0.2726864338804973
ID1850,43,male,local,low,new,no,12081,110734,3,high,married,2,3187008,bond,medium,5,medium,T8506,2017,8,0.02178204647864279
ID1851,34,female,local,low,new,no,9272,75576,2,low,divorced,0,1364662,etf,low,5,low,T8507,2019,5,0.0
ID1851,34,female,local,low,new,no,9272,75576,2,low,divorced,0,1364662,etf,low,10,low,T8508,2018,2,0.5195148729761339
ID1851,34,female,local,low,new,no,9272,75576,2,low,divorced,0,1364662,etf,high,10,high,T8509,2018,11,0.5817626879299873
ID1852,35,female,local,medium,new,no,8332,116394,0,low,married,2,308728,stock,medium,10,medium,T8510,2019,9,0.05024560396020272
ID1852,35,female,local,medium,new,no,8332,116394,0,low,married,2,308728,etf,high,10,high,T8511,2018,5,0.6624621252588544
ID1852,35,female,local,medium,new,no,8332,116394,0,low,married,2,308728,etf,high,10,high,T8512,2018,9,0.7083533372186803
ID1853,35,female,local,low,new,yes,8307,88959,2,low,married,0,1597764,stock,high,5,high,T8513,2018,4,0.8935571946855512
ID1853,35,female,local,low,new,yes,8307,88959,2,low,married,0,1597764,stock,low,10,low,T8514,2019,2,0.6929234341804058
ID1853,35,female,local,low,new,yes,8307,88959,2,low,married,0,1597764,bond,low,30,low,T8515,2017,8,0.7367816591428823
ID1853,35,female,local,low,new,yes,8307,88959,2,low,married,0,1597764,etf,medium,10,medium,T8516,2017,6,0.715357070130658
ID1853,35,female,local,low,new,yes,8307,88959,2,low,married,0,1597764,bond,high,30,high,T8517,2016,2,0.721676086204029
ID1854,44,female,local,low,new,no,12535,116529,0,high,single,0,3235364,etf,medium,1,medium,T8518,2016,6,0.7477007145140693
ID1855,41,male,local,medium,new,no,12210,186960,1,high,married,0,3041760,etf,low,5,low,T8519,2019,8,0.0
ID1855,41,male,local,medium,new,no,12210,186960,1,high,married,0,3041760,stock,low,10,low,T8520,2016,5,0.27905171184053584
ID1855,41,male,local,medium,new,no,12210,186960,1,high,married,0,3041760,bond,medium,10,medium,T8521,2018,8,0.5024182268182468
ID1855,41,male,local,medium,new,no,12210,186960,1,high,married,0,3041760,etf,high,5,high,T8522,2016,7,0.7245257512306782
ID1856,38,female,local,low,long-term,no,9370,71698,0,low,married,0,1584689,stock,high,1,high,T8523,2016,8,0.580333961876573
ID1856,38,female,local,low,long-term,no,9370,71698,0,low,married,0,1584689,stock,low,5,low,T8524,2018,12,0.8023791462389369
ID1856,38,female,local,low,long-term,no,9370,71698,0,low,married,0,1584689,etf,high,1,high,T8525,2019,1,0.0
ID1856,38,female,local,low,long-term,no,9370,71698,0,low,married,0,1584689,bond,medium,1,medium,T8526,2019,3,0.6148701365691543
ID1856,38,female,local,low,long-term,no,9370,71698,0,low,married,0,1584689,stock,high,20,high,T8527,2016,12,0.06707767181828805
ID1857,34,male,local,low,new,no,8981,91060,0,low,single,0,1743651,bond,medium,10,medium,T8528,2019,12,1.0
ID1857,34,male,local,low,new,no,8981,91060,0,low,single,0,1743651,etf,medium,5,medium,T8529,2018,10,0.06542906051997044
ID1857,34,male,local,low,new,no,8981,91060,0,low,single,0,1743651,bond,high,1,high,T8530,2019,2,0.5138408802924056
ID1857,34,male,local,low,new,no,8981,91060,0,low,single,0,1743651,etf,low,5,low,T8531,2018,4,0.6186740435942333
ID1858,41,female,local,medium,new,no,11147,54135,0,high,single,0,3477980,etf,low,10,low,T8532,2018,11,0.23130161107083275
ID1858,41,female,local,medium,new,no,11147,54135,0,high,single,0,3477980,etf,high,20,high,T8533,2018,5,0.5239744948298914
ID1858,41,female,local,medium,new,no,11147,54135,0,high,single,0,3477980,etf,low,1,low,T8534,2017,11,0.734099189744668
ID1860,37,female,local,medium,new,no,9032,47797,0,low,single,0,1767568,etf,medium,1,medium,T8538,2018,9,0.5649943176589985
ID1860,37,female,local,medium,new,no,9032,47797,0,low,single,0,1767568,stock,low,10,low,T8539,2017,9,0.9991727379883225
ID1861,26,female,local,low,new,no,4732,47165,0,low,single,0,246120,etf,high,10,high,T8540,2019,8,0.662582181478219
ID1863,32,male,local,low,new,no,6785,77112,1,low,married,0,573001,stock,high,5,high,T8546,2018,3,0.0689812928693525
ID1863,32,male,local,low,new,no,6785,77112,1,low,married,0,573001,stock,high,20,high,T8547,2018,2,0.5591925484101274
ID1864,45,female,local,high,new,no,12766,121725,1,high,single,0,1162320,etf,high,5,high,T8548,2018,1,0.0
ID1866,42,female,foreign,low,sporadic,no,11359,72954,1,high,married,0,324009,etf,high,1,high,T8549,2017,5,0.8427789624362001
ID1866,42,female,foreign,low,sporadic,no,11359,72954,1,high,married,0,324009,stock,low,20,low,T8550,2018,8,0.5206965239748365
ID1868,30,male,local,low,new,no,6252,82677,2,low,single,0,900135,etf,low,1,low,T8551,2018,7,0.05048898593990436
ID1868,30,male,local,low,new,no,6252,82677,2,low,single,0,900135,stock,high,20,high,T8552,2018,2,0.6047377062702264
ID1868,30,male,local,low,new,no,6252,82677,2,low,single,0,900135,etf,low,5,low,T8553,2018,2,0.776642101409315
ID1869,34,female,local,low,new,no,7339,49494,2,low,married,4,2122354,stock,high,10,high,T8554,2018,11,0.6294679702456393
ID1869,34,female,local,low,new,no,7339,49494,2,low,married,4,2122354,etf,high,1,high,T8555,2018,12,0.7120340835348986
ID1869,34,female,local,low,new,no,7339,49494,2,low,married,4,2122354,stock,medium,20,medium,T8556,2018,7,0.7043385353764626
ID1869,34,female,local,low,new,no,7339,49494,2,low,married,4,2122354,stock,low,30,low,T8557,2017,3,0.5561153945659689
ID1869,34,female,local,low,new,no,7339,49494,2,low,married,4,2122354,stock,medium,5,medium,T8558,2018,8,0.8399680694588845
ID1870,31,female,local,high,long-term,yes,6697,76913,1,low,married,0,553320,etf,low,20,low,T8559,2018,8,0.08887456434273211
ID1871,49,female,local,low,long-term,no,14328,145515,4,high,single,0,4645956,etf,high,30,high,T8560,2018,9,0.9432322525028436
ID1871,49,female,local,low,long-term,no,14328,145515,4,high,single,0,4645956,etf,low,1,low,T8561,2016,7,0.9272949767292684
ID1874,36,male,local,low,new,no,8885,144752,0,low,married,0,874410,bond,low,10,low,T8567,2018,2,0.5649035349835508
ID1874,36,male,local,low,new,no,8885,144752,0,low,married,0,874410,stock,high,5,high,T8568,2019,4,0.6557254287795264
ID1875,38,male,local,low,sporadic,no,9990,118016,0,low,married,1,719304,stock,high,10,high,T8569,2016,9,0.6086300906128442
ID1875,38,male,local,low,sporadic,no,9990,118016,0,low,married,1,719304,stock,medium,1,medium,T8570,2018,9,0.87016733566548
ID1875,38,male,local,low,sporadic,no,9990,118016,0,low,married,1,719304,bond,medium,30,medium,T8571,2016,2,0.6661615935600972
ID1875,38,male,local,low,sporadic,no,9990,118016,0,low,married,1,719304,etf,high,1,high,T8572,2019,2,0.27772772313390853
ID1876,36,male,foreign,medium,new,no,9183,125826,0,low,married,3,860430,stock,medium,20,medium,T8573,2017,8,0.7419752738348552
ID1876,36,male,foreign,medium,new,no,9183,125826,0,low,married,3,860430,stock,high,5,high,T8574,2017,2,0.09136283600481132
ID1877,39,female,local,medium,sporadic,yes,10150,136446,2,low,married,0,2118708,etf,high,10,high,T8575,2018,6,0.6548287794032814
ID1877,39,female,local,medium,sporadic,yes,10150,136446,2,low,married,0,2118708,etf,medium,20,medium,T8576,2018,11,0.7094682259960843
ID1878,52,female,local,low,sporadic,no,14992,213881,1,high,married,0,3569619,stock,low,30,low,T8577,2017,12,0.6983602534088358
ID1878,52,female,local,low,sporadic,no,14992,213881,1,high,married,0,3569619,etf,high,30,high,T8578,2018,2,0.2982351576956569
ID1878,52,female,local,low,sporadic,no,14992,213881,1,high,married,0,3569619,bond,medium,10,medium,T8579,2018,2,0.5485202541563056
ID1878,52,female,local,low,sporadic,no,14992,213881,1,high,married,0,3569619,stock,low,5,low,T8580,2018,8,0.17205478382101336
ID1878,52,female,local,low,sporadic,no,14992,213881,1,high,married,0,3569619,etf,low,1,low,T8581,2018,8,0.14402930374036593
ID1879,47,female,local,low,sporadic,no,13459,83752,5,high,married,0,4446832,etf,low,30,low,T8582,2018,7,0.9865729236711018
ID1879,47,female,local,low,sporadic,no,13459,83752,5,high,married,0,4446832,etf,low,10,low,T8583,2017,4,0.5986647665941339
ID1880,31,male,local,medium,new,no,5985,45421,3,low,married,0,1016780,stock,medium,5,medium,T8584,2017,2,0.9409194343128658
ID1880,31,male,local,medium,new,no,5985,45421,3,low,married,0,1016780,etf,high,1,high,T8585,2016,2,0.1959031412860786
ID1880,31,male,local,medium,new,no,5985,45421,3,low,married,0,1016780,etf,medium,5,medium,T8586,2018,9,0.6232199739116943
ID1880,31,male,local,medium,new,no,5985,45421,3,low,married,0,1016780,etf,high,1,high,T8587,2019,10,0.6435512101993266
ID1880,31,male,local,medium,new,no,5985,45421,3,low,married,0,1016780,stock,medium,30,medium,T8588,2018,2,0.5443485764916985
ID1880,31,male,local,medium,new,no,5985,45421,3,low,married,0,1016780,stock,medium,10,medium,T8589,2017,3,0.5660086742221749
ID1880,31,male,local,medium,new,no,5985,45421,3,low,married,0,1016780,etf,high,1,high,T8590,2018,8,0.1045924461719735
ID1881,38,female,local,low,sporadic,yes,9653,62790,0,low,married,1,120887,etf,high,20,high,T8591,2018,11,0.0
ID1881,38,female,local,low,sporadic,yes,9653,62790,0,low,married,1,120887,bond,low,20,low,T8592,2017,2,0.5675088880226411
ID1881,38,female,local,low,sporadic,yes,9653,62790,0,low,married,1,120887,stock,high,5,high,T8593,2018,3,0.5095683013391359
ID1881,38,female,local,low,sporadic,yes,9653,62790,0,low,married,1,120887,bond,high,10,high,T8594,2017,5,0.7023199640554547
ID1881,38,female,local,low,sporadic,yes,9653,62790,0,low,married,1,120887,bond,low,10,low,T8595,2017,3,0.757830250666279
ID1881,38,female,local,low,sporadic,yes,9653,62790,0,low,married,1,120887,etf,high,1,high,T8596,2018,8,0.04182434912371635
ID1881,38,female,local,low,sporadic,yes,9653,62790,0,low,married,1,120887,stock,low,1,low,T8597,2018,8,0.2662091102454088
ID1883,37,female,local,low,new,no,9393,99336,0,low,divorced,0,898848,stock,low,20,low,T8598,2016,7,0.25119347497491024
ID1884,28,female,foreign,low,long-term,yes,5678,75836,2,low,single,1,333375,etf,medium,10,medium,T8599,2018,3,0.974737610106676
ID1885,23,male,local,low,new,yes,4369,33877,3,low,single,0,264708,bond,low,1,low,T8600,2016,2,0.07533578945576858
ID1885,23,male,local,low,new,yes,4369,33877,3,low,single,0,264708,etf,high,30,high,T8601,2019,11,1.0
ID1885,23,male,local,low,new,yes,4369,33877,3,low,single,0,264708,etf,high,5,high,T8602,2017,5,0.7135505473289797
ID1885,23,male,local,low,new,yes,4369,33877,3,low,single,0,264708,etf,high,10,high,T8603,2016,8,0.9261867008041972
ID1886,22,female,local,low,long-term,no,3412,25551,3,low,single,5,49716,stock,medium,30,medium,T8604,2017,8,0.5862460923064319
ID1887,31,female,local,low,new,yes,6302,32545,0,low,single,2,215550,stock,medium,1,medium,T8605,2019,8,0.09867155480505807
ID1887,31,female,local,low,new,yes,6302,32545,0,low,single,2,215550,etf,low,10,low,T8606,2018,9,0.29573953357607474
ID1887,31,female,local,low,new,yes,6302,32545,0,low,single,2,215550,etf,high,10,high,T8607,2018,9,0.10180193652037933
ID1888,45,female,local,medium,sporadic,no,12576,128422,2,high,married,0,3535656,etf,high,5,high,T8608,2017,3,0.631041500295976
ID1888,45,female,local,medium,sporadic,no,12576,128422,2,high,married,0,3535656,etf,high,5,high,T8609,2016,12,0.5063409758143277
ID1888,45,female,local,medium,sporadic,no,12576,128422,2,high,married,0,3535656,stock,medium,5,medium,T8610,2016,7,0.6924466056058712
ID1888,45,female,local,medium,sporadic,no,12576,128422,2,high,married,0,3535656,etf,high,10,high,T8611,2019,9,0.2906899483440136
ID1888,45,female,local,medium,sporadic,no,12576,128422,2,high,married,0,3535656,etf,high,1,high,T8612,2015,5,0.7452037537080445
ID1890,24,female,local,low,long-term,no,4177,39408,1,low,single,0,226284,stock,low,10,low,T8613,2016,5,0.68307359060717
ID1891,42,male,local,low,new,no,10998,135802,1,high,married,0,2002098,etf,medium,10,medium,T8614,2017,12,0.00046033147546770126
ID1891,42,male,local,low,new,no,10998,135802,1,high,married,0,2002098,etf,low,30,low,T8615,2018,8,0.7611256502617197
ID1891,42,male,local,low,new,no,10998,135802,1,high,married,0,2002098,stock,high,5,high,T8616,2017,9,0.5172219677119905
ID1891,42,male,local,low,new,no,10998,135802,1,high,married,0,2002098,bond,high,1,high,T8617,2017,9,0.686159458362189
ID1892,51,female,local,low,new,yes,15291,208945,0,high,single,0,6696780,stock,low,20,low,T8618,2016,10,0.6204370591267008
ID1892,51,female,local,low,new,yes,15291,208945,0,high,single,0,6696780,bond,medium,1,medium,T8619,2018,8,0.09683663057905528
ID1892,51,female,local,low,new,yes,15291,208945,0,high,single,0,6696780,bond,high,10,high,T8620,2019,11,0.9846722093179341
ID1893,34,female,local,low,sporadic,yes,8769,93246,2,low,divorced,1,119990,bond,medium,30,medium,T8621,2017,8,0.04605492212342943
ID1893,34,female,local,low,sporadic,yes,8769,93246,2,low,divorced,1,119990,bond,medium,5,medium,T8622,2019,3,0.7559196016628044
ID1893,34,female,local,low,sporadic,yes,8769,93246,2,low,divorced,1,119990,bond,low,30,low,T8623,2019,3,0.8051785941799146
ID1894,73,male,local,medium,new,no,24330,218878,3,high,married,0,16647436,etf,high,10,high,T8624,2018,2,0.8264923591222493
ID1894,73,male,local,medium,new,no,24330,218878,3,high,married,0,16647436,bond,high,1,high,T8625,2019,10,0.6965430099559866
ID1895,25,male,local,high,new,no,4099,42697,0,low,single,1,192392,bond,medium,20,medium,T8626,2017,5,0.6272861294946215
ID1895,25,male,local,high,new,no,4099,42697,0,low,single,1,192392,bond,high,20,high,T8627,2015,2,0.22816680004971107
ID1895,25,male,local,high,new,no,4099,42697,0,low,single,1,192392,etf,high,10,high,T8628,2019,8,1.0
ID1895,25,male,local,high,new,no,4099,42697,0,low,single,1,192392,stock,high,1,high,T8629,2018,8,0.5411914513953828
ID1896,33,female,local,low,new,no,7285,94796,0,low,married,0,915684,bond,high,20,high,T8630,2016,10,0.6908707704667286
ID1896,33,female,local,low,new,no,7285,94796,0,low,married,0,915684,etf,medium,10,medium,T8631,2017,2,0.16104476955610075
ID1897,53,male,local,low,new,no,16181,216350,5,high,divorced,3,4039936,etf,high,20,high,T8632,2016,8,0.6443510784807204
ID1898,31,female,local,low,new,no,6981,47728,1,low,married,2,398350,etf,high,1,high,T8633,2018,2,0.0
ID1898,31,female,local,low,new,no,6981,47728,1,low,married,2,398350,bond,high,20,high,T8634,2018,8,0.5271916668342446
ID1898,31,female,local,low,new,no,6981,47728,1,low,married,2,398350,etf,high,20,high,T8635,2018,8,0.6035924770537545
ID1899,30,female,local,high,new,no,6040,77575,0,low,married,4,1085130,bond,high,20,high,T8636,2019,6,0.7450026841120362
ID1899,30,female,local,high,new,no,6040,77575,0,low,married,4,1085130,etf,high,20,high,T8637,2017,12,0.12421554106597837
ID1899,30,female,local,high,new,no,6040,77575,0,low,married,4,1085130,bond,medium,1,medium,T8638,2016,6,0.6436018601165336
ID1899,30,female,local,high,new,no,6040,77575,0,low,married,4,1085130,etf,low,10,low,T8639,2016,9,0.15991222534029254
ID1900,31,male,foreign,low,sporadic,no,6338,68065,2,low,single,4,1086590,etf,low,1,low,T8640,2017,1,0.0
ID1900,31,male,foreign,low,sporadic,no,6338,68065,2,low,single,4,1086590,bond,high,30,high,T8641,2017,9,0.6699823181918024
ID1900,31,male,foreign,low,sporadic,no,6338,68065,2,low,single,4,1086590,etf,high,5,high,T8642,2018,3,0.6117898580830614
ID1901,41,female,local,low,new,no,10584,151970,1,high,married,0,4518380,etf,medium,5,medium,T8643,2015,12,0.5519040431865938
ID1901,41,female,local,low,new,no,10584,151970,1,high,married,0,4518380,stock,high,1,high,T8644,2017,3,0.7828105531154151
ID1902,59,male,local,low,sporadic,no,17894,223283,0,high,married,0,2960960,etf,high,30,high,T8645,2017,6,0.74062795633057
ID1902,59,male,local,low,sporadic,no,17894,223283,0,high,married,0,2960960,etf,high,10,high,T8646,2016,9,0.5838260879347043
ID1902,59,male,local,low,sporadic,no,17894,223283,0,high,married,0,2960960,etf,medium,20,medium,T8647,2017,12,0.9279053383861234
ID1902,59,male,local,low,sporadic,no,17894,223283,0,high,married,0,2960960,etf,high,20,high,T8648,2017,2,0.5244520371673631
ID1903,53,male,local,low,new,no,15640,211340,4,high,married,0,4945984,stock,high,5,high,T8649,2019,9,0.5098453061331513
ID1903,53,male,local,low,new,no,15640,211340,4,high,married,0,4945984,bond,high,30,high,T8650,2017,3,0.8818526573350545
ID1903,53,male,local,low,new,no,15640,211340,4,high,married,0,4945984,etf,high,30,high,T8651,2019,10,0.6280417429261296
ID1904,49,female,local,low,sporadic,no,13800,156557,4,high,divorced,0,4617676,bond,medium,5,medium,T8652,2016,2,0.5344196454822266
ID1904,49,female,local,low,sporadic,no,13800,156557,4,high,divorced,0,4617676,etf,high,10,high,T8653,2016,1,0.5758399675006679
ID1904,49,female,local,low,sporadic,no,13800,156557,4,high,divorced,0,4617676,stock,low,20,low,T8654,2018,9,0.7331754667800143
ID1904,49,female,local,low,sporadic,no,13800,156557,4,high,divorced,0,4617676,etf,low,5,low,T8655,2018,9,0.2297080205820788
ID1906,42,female,local,low,new,yes,10571,112997,4,high,married,0,1621326,etf,low,5,low,T8656,2019,9,0.7346442255628454
ID1906,42,female,local,low,new,yes,10571,112997,4,high,married,0,1621326,stock,medium,30,medium,T8657,2017,8,0.874710725933183
ID1907,45,female,foreign,low,sporadic,yes,13031,137724,2,high,divorced,2,4340040,etf,high,30,high,T8658,2019,2,0.0
ID1907,45,female,foreign,low,sporadic,yes,13031,137724,2,high,divorced,2,4340040,bond,high,1,high,T8659,2018,8,0.9352108453875434
ID1908,39,male,local,low,new,yes,11235,117862,1,low,married,0,1570662,etf,low,5,low,T8660,2016,6,0.764848752648914
ID1908,39,male,local,low,new,yes,11235,117862,1,low,married,0,1570662,stock,low,10,low,T8661,2018,8,0.6635770978590295
ID1909,27,male,local,low,new,no,5568,63104,1,low,single,2,495840,etf,low,1,low,T8662,2018,1,0.0
ID1913,49,female,local,low,long-term,no,14148,119058,1,high,married,1,5558616,stock,medium,20,medium,T8665,2019,5,1.0
ID1913,49,female,local,low,long-term,no,14148,119058,1,high,married,1,5558616,stock,medium,10,medium,T8666,2017,8,0.28542514795177026
ID1913,49,female,local,low,long-term,no,14148,119058,1,high,married,1,5558616,etf,low,10,low,T8667,2018,5,0.11452249004336479
ID1913,49,female,local,low,long-term,no,14148,119058,1,high,married,1,5558616,bond,low,1,low,T8668,2015,2,0.7558417188671744
ID1913,49,female,local,low,long-term,no,14148,119058,1,high,married,1,5558616,etf,medium,5,medium,T8669,2019,3,0.7832515853142569
ID1914,49,male,local,low,new,no,13924,206156,1,high,married,0,804748,stock,high,10,high,T8670,2017,8,0.09056204762219167
ID1914,49,male,local,low,new,no,13924,206156,1,high,married,0,804748,bond,medium,1,medium,T8671,2015,6,0.7799263128374232
ID1914,49,male,local,low,new,no,13924,206156,1,high,married,0,804748,bond,medium,30,medium,T8672,2019,5,0.27751037072653917
ID1914,49,male,local,low,new,no,13924,206156,1,high,married,0,804748,etf,low,10,low,T8673,2018,1,0.11917011449819132
ID1914,49,male,local,low,new,no,13924,206156,1,high,married,0,804748,stock,low,30,low,T8674,2019,8,0.2441168555445668
ID1915,42,female,local,low,sporadic,no,11488,176167,0,high,married,2,3462543,etf,high,10,high,T8675,2018,3,0.6080684535983476
ID1915,42,female,local,low,sporadic,no,11488,176167,0,high,married,2,3462543,etf,low,30,low,T8676,2018,12,0.7504309578311591
ID1916,33,female,local,low,sporadic,no,8491,31126,3,low,married,0,92748,etf,medium,1,medium,T8677,2018,8,0.7318839619002091
ID1916,33,female,local,low,sporadic,no,8491,31126,3,low,married,0,92748,etf,low,10,low,T8678,2018,3,0.6454226625951869
ID1916,33,female,local,low,sporadic,no,8491,31126,3,low,married,0,92748,etf,low,20,low,T8679,2019,12,0.5437915634228845
ID1916,33,female,local,low,sporadic,no,8491,31126,3,low,married,0,92748,bond,low,20,low,T8680,2017,2,0.5280699440284976
ID1916,33,female,local,low,sporadic,no,8491,31126,3,low,married,0,92748,etf,high,10,high,T8681,2017,9,0.1641451797482279
ID1917,59,male,local,low,new,no,17990,239098,5,high,single,0,8943072,etf,low,5,low,T8682,2018,8,0.6289203953938665
ID1917,59,male,local,low,new,no,17990,239098,5,high,single,0,8943072,bond,medium,20,medium,T8683,2017,3,0.20726488511704338
ID1918,35,male,foreign,low,new,no,9417,32290,0,low,married,0,781900,bond,high,30,high,T8684,2016,10,0.529583231979802
ID1920,31,male,local,low,sporadic,yes,6757,62621,0,low,married,0,1195700,stock,low,1,low,T8685,2016,2,0.5694549899483933
ID1921,25,male,foreign,low,new,yes,4814,36247,0,low,married,3,249176,etf,high,30,high,T8686,2019,6,0.6021619583885094
ID1921,25,male,foreign,low,new,yes,4814,36247,0,low,married,3,249176,stock,low,30,low,T8687,2018,9,0.14312855566624066
ID1921,25,male,foreign,low,new,yes,4814,36247,0,low,married,3,249176,etf,high,5,high,T8688,2018,12,0.06608178034651657
ID1922,47,female,local,low,new,no,13689,92779,3,high,married,0,3172988,stock,low,20,low,T8689,2017,6,0.6988853520315133
ID1922,47,female,local,low,new,no,13689,92779,3,high,married,0,3172988,etf,medium,20,medium,T8690,2019,10,0.6278115097078528
ID1922,47,female,local,low,new,no,13689,92779,3,high,married,0,3172988,etf,high,5,high,T8691,2015,9,0.8403662340142259
ID1923,51,male,foreign,medium,new,yes,15010,181866,4,high,married,0,7631220,stock,low,20,low,T8692,2017,5,0.0
ID1923,51,male,foreign,medium,new,yes,15010,181866,4,high,married,0,7631220,etf,high,30,high,T8693,2018,5,0.16926228315015995
ID1924,56,male,local,low,long-term,no,17046,250154,5,high,single,0,2905140,etf,low,10,low,T8694,2018,8,0.7035134532878808
ID1924,56,male,local,low,long-term,no,17046,250154,5,high,single,0,2905140,etf,high,1,high,T8695,2015,3,0.9448652230062438
ID1925,44,male,local,low,sporadic,no,12285,102998,1,high,married,0,4757780,bond,high,5,high,T8696,2016,8,0.6874462718630114
ID1926,45,male,local,low,sporadic,yes,12225,123004,0,high,married,0,623976,etf,high,10,high,T8697,2019,9,0.8401983924991803
ID1926,45,male,local,low,sporadic,yes,12225,123004,0,high,married,0,623976,stock,low,5,low,T8698,2017,5,0.5082978444505054
ID1926,45,male,local,low,sporadic,yes,12225,123004,0,high,married,0,623976,etf,high,10,high,T8699,2018,5,0.24166598190903926
ID1927,48,male,local,low,new,no,14767,199956,1,high,single,0,5421978,stock,high,1,high,T8700,2018,12,0.08544507636291893
ID1927,48,male,local,low,new,no,14767,199956,1,high,single,0,5421978,etf,medium,10,medium,T8701,2018,4,0.0
ID1927,48,male,local,low,new,no,14767,199956,1,high,single,0,5421978,etf,high,20,high,T8702,2018,8,0.7114146282277856
ID1927,48,male,local,low,new,no,14767,199956,1,high,single,0,5421978,etf,medium,20,medium,T8703,2019,9,0.22049958704346218
ID1928,29,female,local,high,sporadic,no,6331,35540,0,low,married,3,154096,etf,high,10,high,T8704,2018,3,0.813380410868122
ID1928,29,female,local,high,sporadic,no,6331,35540,0,low,married,3,154096,bond,high,10,high,T8705,2019,2,0.5128385426371609
ID1928,29,female,local,high,sporadic,no,6331,35540,0,low,married,3,154096,etf,low,20,low,T8706,2019,2,0.7638464376187409
ID1928,29,female,local,high,sporadic,no,6331,35540,0,low,married,3,154096,etf,high,30,high,T8707,2018,7,0.8944575469537424
ID1928,29,female,local,high,sporadic,no,6331,35540,0,low,married,3,154096,etf,high,5,high,T8708,2015,4,0.5304307158836813
ID1928,29,female,local,high,sporadic,no,6331,35540,0,low,married,3,154096,etf,low,1,low,T8709,2016,11,0.6000527003190015
ID1929,25,male,local,medium,new,no,4516,39136,0,low,married,0,220404,etf,high,30,high,T8710,2016,2,0.0
ID1929,25,male,local,medium,new,no,4516,39136,0,low,married,0,220404,bond,medium,10,medium,T8711,2017,9,0.9053264379906537
ID1930,43,male,local,low,sporadic,no,11540,111982,3,high,divorced,3,4940936,etf,low,10,low,T8712,2017,8,0.5684288875776675
ID1930,43,male,local,low,sporadic,no,11540,111982,3,high,divorced,3,4940936,bond,high,10,high,T8713,2017,3,0.8138173503501192
ID1931,45,female,local,low,new,no,12881,144394,1,high,married,0,273888,bond,low,30,low,T8714,2016,8,0.0
ID1931,45,female,local,low,new,no,12881,144394,1,high,married,0,273888,stock,medium,30,medium,T8715,2019,2,0.8557134598594531
ID1932,43,female,local,medium,new,no,12046,166349,1,high,married,0,3934612,etf,high,1,high,T8716,2017,2,0.5272102479695069
ID1932,43,female,local,medium,new,no,12046,166349,1,high,married,0,3934612,etf,high,10,high,T8717,2018,2,0.5921562214998931
ID1932,43,female,local,medium,new,no,12046,166349,1,high,married,0,3934612,etf,high,1,high,T8718,2018,12,0.7519320184681563
ID1932,43,female,local,medium,new,no,12046,166349,1,high,married,0,3934612,etf,high,10,high,T8719,2018,5,0.9721928341671928
ID1933,35,female,local,medium,sporadic,no,8183,98796,2,low,married,0,929530,etf,high,10,high,T8720,2018,9,0.8622937730108363
ID1933,35,female,local,medium,sporadic,no,8183,98796,2,low,married,0,929530,etf,high,10,high,T8721,2016,8,0.2122731135601792
ID1933,35,female,local,medium,sporadic,no,8183,98796,2,low,married,0,929530,etf,medium,10,medium,T8722,2017,9,0.680727464624118
ID1934,37,male,local,low,sporadic,no,8903,81950,2,low,divorced,0,1285568,stock,medium,10,medium,T8723,2017,5,1.0
ID1934,37,male,local,low,sporadic,no,8903,81950,2,low,divorced,0,1285568,stock,high,20,high,T8724,2018,2,0.6751997626869204
ID1934,37,male,local,low,sporadic,no,8903,81950,2,low,divorced,0,1285568,etf,high,10,high,T8725,2017,1,0.7708752206136263
ID1934,37,male,local,low,sporadic,no,8903,81950,2,low,divorced,0,1285568,etf,medium,20,medium,T8726,2017,2,0.7210286113043708
ID1934,37,male,local,low,sporadic,no,8903,81950,2,low,divorced,0,1285568,bond,high,30,high,T8727,2018,4,0.21495992288537935
ID1934,37,male,local,low,sporadic,no,8903,81950,2,low,divorced,0,1285568,stock,medium,20,medium,T8728,2019,9,0.7514328726966992
ID1935,27,female,local,low,sporadic,no,4696,36815,0,low,married,1,266466,etf,high,30,high,T8729,2015,11,0.15589280639611564
ID1936,38,female,local,high,new,yes,9656,149488,0,low,married,0,2776933,bond,low,10,low,T8730,2017,8,0.16841896056778544
ID1936,38,female,local,high,new,yes,9656,149488,0,low,married,0,2776933,etf,medium,5,medium,T8731,2019,8,0.6674520329962004
ID1936,38,female,local,high,new,yes,9656,149488,0,low,married,0,2776933,etf,high,5,high,T8732,2017,3,0.22291072775939086
ID1938,33,female,local,medium,sporadic,no,7634,93556,2,low,married,0,823044,etf,medium,1,medium,T8733,2017,6,0.5863044494419112
ID1938,33,female,local,medium,sporadic,no,7634,93556,2,low,married,0,823044,etf,medium,10,medium,T8734,2016,2,0.7698666956726267
ID1939,41,male,local,low,new,no,10861,114571,1,high,married,0,2981400,bond,low,5,low,T8735,2019,8,0.6834935413287909
